,name,url
244,"4-комн. квартира, 76,3 м², 2/9 этаж",https://kemerovo.cian.ru/sale/flat/308917340/
245,"3-комн. квартира, 57,5 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/310230532/
246,"1-комн. квартира, 29,5 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/302709209/
247,"4-комн. квартира, 86,8 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/307703104/
248,"2-комн. квартира, 52,5 м², 6/9 этаж",https://kemerovo.cian.ru/sale/flat/312878696/
249,"2-комн. квартира, 43,5 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/291934391/
250,"3-комн. квартира, 61,9 м², 2/3 этаж",https://kemerovo.cian.ru/sale/flat/314610784/
251,"4-комн. квартира, 81 м², 3/4 этаж",https://kemerovo.cian.ru/sale/flat/297289560/
252,"4-комн. квартира, 72 м², 6/9 этаж",https://kemerovo.cian.ru/sale/flat/314335498/
253,"3-комн. квартира, 74,7 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/297740224/
254,"1-комн. квартира, 35,9 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/304921779/
255,"2-комн. квартира, 49 м², 4/4 этаж",https://kemerovo.cian.ru/sale/flat/312397669/
256,"1-комн. квартира, 32 м², 1/3 этаж",https://kemerovo.cian.ru/sale/flat/307657096/
257,"3-комн. квартира, 64,7 м², 6/9 этаж",https://kemerovo.cian.ru/sale/flat/307946907/
258,"3-комн. квартира, 65 м², 1/10 этаж",https://kemerovo.cian.ru/sale/flat/294239163/
259,"1-комн. квартира, 30 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/309581979/
260,"2-комн. квартира, 55,5 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/309239854/
261,"2-комн. квартира, 45 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/313662850/
262,"3-комн. квартира, 76,6 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/292734118/
263,"3-комн. квартира, 64 м², 9/9 этаж",https://kemerovo.cian.ru/sale/flat/309426308/
264,"4-комн. квартира, 60 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/310950318/
265,"3-комн. квартира, 60,5 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/314566077/
266,"2-комн. квартира, 42,3 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/305634603/
267,"1-комн. квартира, 33 м², 8/11 этаж",https://kemerovo.cian.ru/sale/flat/312400242/
268,"1-комн. квартира, 31,4 м², 4/4 этаж",https://kemerovo.cian.ru/sale/flat/310194338/
269,"3-комн. квартира, 89 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/307891865/
270,"3-комн. квартира, 59 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/314127377/
271,"1-комн. квартира, 34,1 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/311160788/
272,"3-комн. квартира, 82 м², 2/3 этаж",https://kemerovo.cian.ru/sale/flat/302508407/
273,"1-комн. квартира, 31 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/307510566/
274,"2-комн. квартира, 50,9 м², 8/9 этаж",https://kemerovo.cian.ru/sale/flat/314610776/
275,"3-комн. квартира, 61,5 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/265468561/
276,"1-комн. квартира, 30,5 м², 2/2 этаж",https://kemerovo.cian.ru/sale/flat/312501290/
277,"1-комн. квартира, 27,9 м², 3/3 этаж",https://kemerovo.cian.ru/sale/flat/313935791/
278,"2-комн. квартира, 47 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/313415588/
279,"1-комн. квартира, 29,9 м², 4/4 этаж",https://kemerovo.cian.ru/sale/flat/313198187/
280,"1-комн. квартира, 29,9 м², 4/4 этаж",https://kemerovo.cian.ru/sale/flat/313198187/
281,"3-комн. квартира, 64 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/314351054/
282,"1-комн. квартира, 41,3 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/310397861/
283,"2-комн. квартира, 46,9 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/306189087/
284,"2-комн. квартира, 45,9 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/302563880/
285,"2-комн. квартира, 45 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/311121321/
286,"3-комн. квартира, 61 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/314402382/
287,"3-комн. квартира, 61,3 м², 2/2 этаж",https://kemerovo.cian.ru/sale/flat/307338888/
288,"3-комн. квартира, 63,9 м², 3/10 этаж",https://kemerovo.cian.ru/sale/flat/306339265/
289,"1-комн. квартира, 34,4 м², 3/4 этаж",https://kemerovo.cian.ru/sale/flat/313605407/
290,"3-комн. квартира, 56 м², 9/9 этаж",https://kemerovo.cian.ru/sale/flat/309427257/
291,"3-комн. квартира, 50 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/300044238/
292,"2-комн. квартира, 53 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/303989654/
293,"2-комн. квартира, 50 м², 1/9 этаж",https://kemerovo.cian.ru/sale/flat/307250591/
294,"2-комн. квартира, 43,2 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/308314949/
295,"2-комн. квартира, 42 м², 1/3 этаж",https://kemerovo.cian.ru/sale/flat/282761005/
296,"2-комн. квартира, 50,9 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/302899189/
297,"2-комн. квартира, 44,7 м², 2/2 этаж",https://kemerovo.cian.ru/sale/flat/313954844/
298,"2-комн. квартира, 41,8 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/303502498/
299,"2-комн. квартира, 42 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/311298184/
300,"1-комн. квартира, 20,5 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/313605412/
301,"2-комн. квартира, 50 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/304405285/
302,"3-комн. квартира, 81,7 м², 1/9 этаж",https://kemerovo.cian.ru/sale/flat/306812427/
303,"4-комн. квартира, 77 м², 5/9 этаж",https://kemerovo.cian.ru/sale/flat/309507112/
304,"2-комн. квартира, 58,2 м², 3/3 этаж",https://kemerovo.cian.ru/sale/flat/310192248/
305,"3-комн. квартира, 52 м², 2/3 этаж",https://kemerovo.cian.ru/sale/flat/296699578/
306,"3-комн. квартира, 50 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/313324455/
307,"1-комн. квартира, 30,5 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/294191448/
308,"2-комн. квартира, 44,9 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/307006592/
309,"3-комн. квартира, 56 м², 9/9 этаж",https://kemerovo.cian.ru/sale/flat/309427257/
310,"2-комн. квартира, 43,1 м², 4/4 этаж",https://kemerovo.cian.ru/sale/flat/305748555/
311,"4-комн. квартира, 60 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/309600619/
312,"2-комн. квартира, 45 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/311362056/
313,"3-комн. квартира, 61,9 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/306397939/
314,"2-комн. квартира, 44,7 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/299869976/
315,"2-комн. квартира, 52,2 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/294235904/
316,"3-комн. квартира, 58,1 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/294241423/
317,"3-комн. квартира, 61,5 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/265468561/
318,"2-комн. квартира, 44 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/305480701/
319,"2-комн. квартира, 44,9 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/294238433/
320,"2-комн. квартира, 45 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/311121321/
321,"2-комн. квартира, 51,4 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/294286978/
322,"2-комн. квартира, 44,9 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/288634068/
323,"3-комн. квартира, 64,5 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/311119821/
324,"4-комн. квартира, 60 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/300836622/
325,"2-комн. квартира, 44 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/307385568/
326,"1-комн. квартира, 37 м², 8/9 этаж",https://kemerovo.cian.ru/sale/flat/310441542/
327,"2-комн. квартира, 51,1 м², 8/10 этаж",https://kemerovo.cian.ru/sale/flat/311890066/
328,"3-комн. квартира, 64 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/313502661/
329,"2-комн. квартира, 42 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/310678180/
330,"3-комн. квартира, 52 м², 2/3 этаж",https://kemerovo.cian.ru/sale/flat/296699578/
331,"2-комн. квартира, 43,7 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/307753521/
332,"3-комн. квартира, 56,2 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/304409847/
333,"2-комн. квартира, 43 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/308371751/
334,"4-комн. квартира, 60,5 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/294254376/
335,"2-комн. квартира, 47,7 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/294284859/
336,"4-комн. квартира, 60,9 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/313662842/
337,"3-комн. квартира, 50 м², 2/2 этаж",https://kemerovo.cian.ru/sale/flat/294980974/
338,"2-комн. квартира, 42,3 м², 3/4 этаж",https://kemerovo.cian.ru/sale/flat/311959082/
339,"1-комн. квартира, 31,8 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/311121038/
340,"2-комн. квартира, 44 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/311723055/
341,"3-комн. квартира, 61,4 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/303170671/
342,"2-комн. квартира, 49,5 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/298591068/
343,"Своб. планировка, 60,6 м², 1/2 этаж",https://kemerovo.cian.ru/sale/flat/314536357/
344,"2-комн. квартира, 41,9 м², 2/3 этаж",https://kemerovo.cian.ru/sale/flat/313013679/
345,"1-комн. квартира, 30,9 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/309066779/
346,"2-комн. квартира, 43,3 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/294235602/
347,"2-комн. квартира, 42 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/310678180/
348,"2-комн. квартира, 43,3 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/305481245/
349,"2-комн. квартира, 47,3 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/294197859/
350,"3-комн. квартира, 71,2 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/306812544/
351,"4-комн. квартира, 86,5 м², 9/9 этаж",https://kemerovo.cian.ru/sale/flat/312205059/
352,"2-комн. квартира, 49,7 м², 9/9 этаж",https://kemerovo.cian.ru/sale/flat/309352252/
353,"3-комн. квартира, 47,1 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/301883454/
354,"1-комн. квартира, 37 м², 8/9 этаж",https://kemerovo.cian.ru/sale/flat/310441542/
355,"3-комн. квартира, 58,7 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/312592706/
356,"2-комн. квартира, 50,3 м², 8/9 этаж",https://kemerovo.cian.ru/sale/flat/309599154/
357,"3-комн. квартира, 74,7 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/310398540/
358,"3-комн. квартира, 60,3 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/307278751/
359,"2-комн. квартира, 51 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/309282612/
360,"2-комн. квартира, 44,9 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/294238433/
361,"2-комн. квартира, 44 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/313846912/
362,"2-комн. квартира, 51,7 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/306919489/
363,"3-комн. квартира, 64,2 м², 1/9 этаж",https://kemerovo.cian.ru/sale/flat/313206446/
364,"4-комн. квартира, 76,2 м², 5/9 этаж",https://kemerovo.cian.ru/sale/flat/304706752/
365,"3-комн. квартира, 80 м², 2/3 этаж",https://kemerovo.cian.ru/sale/flat/312189720/
366,"2-комн. квартира, 44,9 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/288634068/
367,"2-комн. квартира, 42,6 м², 4/4 этаж",https://kemerovo.cian.ru/sale/flat/313614531/
368,"4-комн. квартира, 61,1 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/310397183/
369,"3-комн. квартира, 65,1 м², 7/9 этаж",https://kemerovo.cian.ru/sale/flat/312495033/
370,"2-комн. квартира, 44 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/307670118/
371,"2-комн. квартира, 51,4 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/289021921/
372,"2-комн. квартира, 42 м², 1/3 этаж",https://kemerovo.cian.ru/sale/flat/294238695/
373,"2-комн. квартира, 63 м², 6/9 этаж",https://kemerovo.cian.ru/sale/flat/305757374/
374,"3-комн. квартира, 56,3 м², 2/4 этаж",https://kemerovo.cian.ru/sale/flat/307374602/
375,"2-комн. квартира, 50 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/312435524/
376,"3-комн. квартира, 62 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/313928477/
377,"2-комн. квартира, 44,1 м², 1/4 этаж",https://kemerovo.cian.ru/sale/flat/303051213/
378,"3-комн. квартира, 64 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/291939604/
379,"2-комн. квартира, 43,7 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/307753521/
380,"2-комн. квартира, 53 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/303553465/
381,"4-комн. квартира, 60,5 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/294254376/
382,"2-комн. квартира, 40 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/311222278/
383,"2-комн. квартира, 49 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/303311864/
384,"1-комн. квартира, 30 м², 1/3 этаж",https://kemerovo.cian.ru/sale/flat/313615246/
385,"3-комн. квартира, 60,8 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/307374593/
386,"3-комн. квартира, 58,8 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/305403002/
387,"2-комн. квартира, 47,9 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/312953222/
388,"3-комн. квартира, 52,2 м², 9/9 этаж",https://kemerovo.cian.ru/sale/flat/313730910/
389,"2-комн. квартира, 48,8 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/312842615/
390,"2-комн. квартира, 44 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/313159024/
391,"3-комн. квартира, 58,1 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/311312704/
392,"2-комн. квартира, 52,2 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/294235904/
393,"3-комн. квартира, 58,8 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/310392288/
394,"2-комн. квартира, 52 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/314491255/
395,"2-комн. квартира, 51,4 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/294235564/
396,"3-комн. квартира, 60 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/305403469/
397,"1-комн. квартира, 30 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/312252449/
398,"3-комн. квартира, 60 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/310392236/
399,"3-комн. квартира, 50 м², 2/2 этаж",https://kemerovo.cian.ru/sale/flat/288293731/
400,"3-комн. квартира, 58,4 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/306693204/
401,"2-комн. квартира, 40 м², 3/4 этаж",https://kemerovo.cian.ru/sale/flat/311098507/
402,"3-комн. квартира, 61,9 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/306397939/
403,"2-комн. квартира, 56,9 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/310236644/
404,"4-комн. квартира, 75,9 м², 1/10 этаж",https://kemerovo.cian.ru/sale/flat/302424774/
405,"2-комн. квартира, 44 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/270214386/
406,"3-комн. квартира, 58 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/311222330/
407,"3-комн. квартира, 61,1 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/312210843/
408,"2-комн. квартира, 54,8 м², 4/9 этаж",https://kemerovo.cian.ru/sale/flat/312534234/
409,"3-комн. квартира, 52,3 м², 3/4 этаж",https://kemerovo.cian.ru/sale/flat/313662854/
410,"2-комн. квартира, 49,7 м², 9/9 этаж",https://kemerovo.cian.ru/sale/flat/309007606/
411,"1/2 квартиры, 52,4 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/312255613/
412,"1-комн. квартира, 30,5 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/313269541/
413,"4-комн. квартира, 89 м², 4/4 этаж",https://kemerovo.cian.ru/sale/flat/311222285/
414,"3-комн. квартира, 58 м², 2/4 этаж",https://kemerovo.cian.ru/sale/flat/311222316/
415,"3-комн. квартира, 52 м², 3/4 этаж",https://kemerovo.cian.ru/sale/flat/311222275/
416,"2-комн. квартира, 41,9 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/312051547/
417,"3-комн. квартира, 63,3 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/312320044/
418,"2-комн. квартира, 41 м², 2/3 этаж",https://kemerovo.cian.ru/sale/flat/312266243/
419,"4-комн. квартира, 92 м², 4/4 этаж",https://kemerovo.cian.ru/sale/flat/287653935/
420,"3-комн. квартира, 82 м², 2/3 этаж",https://kemerovo.cian.ru/sale/flat/302508407/
421,"4-комн. квартира, 83,9 м², 11/12 этаж",https://kemerovo.cian.ru/sale/flat/293634076/
422,"3-комн. квартира, 64,8 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/304654609/
423,"3-комн. квартира, 64 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/298979223/
424,"4-комн. квартира, 82,1 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/307284498/
425,"4-комн. квартира, 76 м², 2/9 этаж",https://kemerovo.cian.ru/sale/flat/307707692/
426,"4-комн. квартира, 72,96 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/310187512/
427,"3-комн. квартира, 65 м², 9/9 этаж",https://kemerovo.cian.ru/sale/flat/308532656/
428,"4-комн. квартира, 61,1 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/307515276/
429,"2-комн. квартира, 52,2 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/305569054/
430,"2-комн. квартира, 68,8 м², 2/9 этаж",https://kemerovo.cian.ru/sale/flat/309623105/
431,"3-комн. квартира, 64 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/295876375/
432,"3-комн. квартира, 52,3 м², 7/9 этаж",https://kemerovo.cian.ru/sale/flat/311698214/
433,"2-комн. квартира, 52 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/307514704/
434,"3-комн. квартира, 64 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/308826005/
435,"4-комн. квартира, 76 м², 9/9 этаж",https://kemerovo.cian.ru/sale/flat/311246147/
436,"3-комн. квартира, 64 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/219562480/
437,"4-комн. квартира, 76 м², 9/9 этаж",https://kemerovo.cian.ru/sale/flat/307515336/
438,"4-комн. квартира, 76 м², 9/9 этаж",https://kemerovo.cian.ru/sale/flat/294253772/
439,"2-комн. квартира, 54 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/313826412/
440,"2-комн. квартира, 52 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/298037477/
441,"5-комн. квартира, 95,3 м², 6/9 этаж",https://kemerovo.cian.ru/sale/flat/294254976/
442,"2-комн. квартира, 52,2 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/310392155/
443,"3-комн. квартира, 64,9 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/307384322/
444,"4-комн. квартира, 76,9 м², 7/9 этаж",https://kemerovo.cian.ru/sale/flat/300959025/
445,"3-комн. квартира, 61,9 м², 9/9 этаж",https://kemerovo.cian.ru/sale/flat/303592373/
446,"4-комн. квартира, 77 м², 2/9 этаж",https://kemerovo.cian.ru/sale/flat/309505277/
447,"4-комн. квартира, 76 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/313615642/
448,"4-комн. квартира, 76 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/312699496/
449,"4-комн. квартира, 76,1 м², 9/10 этаж",https://kemerovo.cian.ru/sale/flat/303075033/
450,"3-комн. квартира, 64,4 м², 5/9 этаж",https://kemerovo.cian.ru/sale/flat/312085542/
451,"4-комн. квартира, 76,9 м², 8/10 этаж",https://kemerovo.cian.ru/sale/flat/294765850/
452,"3-комн. квартира, 64,3 м², 7/9 этаж",https://kemerovo.cian.ru/sale/flat/312640412/
453,"3-комн. квартира, 65,3 м², 4/9 этаж",https://kemerovo.cian.ru/sale/flat/310855395/
454,"3-комн. квартира, 64 м², 8/9 этаж",https://kemerovo.cian.ru/sale/flat/313076783/
455,"4-комн. квартира, 77,1 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/311985530/
456,"4-комн. квартира, 77,1 м², 9/9 этаж",https://kemerovo.cian.ru/sale/flat/313028859/
457,"4-комн. квартира, 75 м², 9/10 этаж",https://kemerovo.cian.ru/sale/flat/309021446/
458,"4-комн. квартира, 77,2 м², 8/9 этаж",https://kemerovo.cian.ru/sale/flat/303878913/
459,"2-комн. квартира, 74 м², 4/9 этаж",https://kemerovo.cian.ru/sale/flat/313987903/
460,"3-комн. квартира, 80,6 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/310708191/
461,"2-комн. квартира, 57,9 м², 1/2 этаж",https://kemerovo.cian.ru/sale/flat/313621363/
462,"1-комн. квартира, 30,8 м², 4/4 этаж",https://kemerovo.cian.ru/sale/flat/313710494/
463,"1-комн. квартира, 32,8 м², 2/9 этаж",https://kemerovo.cian.ru/sale/flat/314104916/
464,"2-комн. квартира, 45 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/314085239/
465,"2-комн. квартира, 39,9 м², 4/4 этаж",https://kemerovo.cian.ru/sale/flat/314055844/
466,"2-комн. квартира, 48,6 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/314061636/
467,"1-комн. квартира, 30,3 м², 5/5 этаж",https://kemerovo.cian.ru/sale/flat/314725660/
468,"3-комн. квартира, 81,2 м², 3/3 этаж",https://kemerovo.cian.ru/sale/flat/314740445/
469,"2-комн. квартира, 42,6 м², 1/5 этаж",https://kemerovo.cian.ru/sale/flat/313732188/
470,"2-комн. квартира, 41,8 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/313467913/
471,"2-комн. квартира, 43,7 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/314425956/
472,"2-комн. квартира, 48,9 м², 2/5 этаж",https://kemerovo.cian.ru/sale/flat/313953598/
473,"2-комн. квартира, 54,9 м², 1/9 этаж",https://kemerovo.cian.ru/sale/flat/314343128/
474,"2-комн. квартира, 41,6 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/314446638/
475,"2-комн. квартира, 51 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/314063285/
476,"1-комн. квартира, 43 м², 2/9 этаж",https://kemerovo.cian.ru/sale/flat/313592175/
477,"2-комн. квартира, 51 м², 8/9 этаж",https://kemerovo.cian.ru/sale/flat/314285008/
478,"2-комн. квартира, 51 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/314683524/
479,"3-комн. квартира, 64,9 м², 8/9 этаж",https://kemerovo.cian.ru/sale/flat/314119834/
480,"4-комн. квартира, 76,1 м², 2/9 этаж",https://kemerovo.cian.ru/sale/flat/314618574/
481,"3-комн. квартира, 73 м², 4/5 этаж",https://kemerovo.cian.ru/sale/flat/314442290/
482,"4-комн. квартира, 82,4 м², 7/9 этаж",https://kemerovo.cian.ru/sale/flat/313806030/
483,"4-комн. квартира, 89 м², 2/9 этаж",https://kemerovo.cian.ru/sale/flat/314089119/
484,"4-комн. квартира, 90 м², 10/10 этаж",https://kemerovo.cian.ru/sale/flat/314168362/
485,"3-комн. квартира, 63 м², 3/5 этаж",https://kemerovo.cian.ru/sale/flat/313213754/
486,"2-комн. квартира, 54 м², 3/9 этаж",https://kemerovo.cian.ru/sale/flat/311215591/
